,Denominator,Numerator,Weighted % ,"Lower 95%
Confidence Interval","Upper 95%
Confidence Interval",Year,Pregnancy Intention,Sites,State,Region,Stabr
0,873,200,24.3,21.4,27.5,2017,Mistimed,Alabama,Alabama,South,AL
1,1030,170,16.6,14.0,19.6,2017,Mistimed,Alaska,Alaska,West,AK
2,1111,214,19.4,16.9,22.0,2017,Mistimed,Colorado,Colorado,West,CO
3,1442,264,15.9,13.7,18.3,2017,Mistimed,Connecticut,Connecticut,Northeast,CT
4,883,173,19.2,16.6,22.1,2017,Mistimed,Delaware,Delaware,South,DE
5,941,174,20.2,16.8,24.2,2017,Mistimed,Georgia,Georgia,South,GA
6,1216,226,18.7,16.3,21.3,2017,Mistimed,Illinois,Illinois,Midwest,IL
7,1016,205,17.2,14.0,21.0,2017,Mistimed,Iowa,Iowa,Midwest,IA
8,976,193,21.6,18.4,25.3,2017,Mistimed,Kansas,Kansas,Midwest,KS
9,683,175,20.3,16.8,24.3,2017,Mistimed,Kentucky,Kentucky,South,KY
10,887,239,26.1,23.1,29.2,2017,Mistimed,Louisiana,Louisiana,South,LA
11,860,125,15.2,12.6,18.2,2017,Mistimed,Maine,Maine,Northeast,ME
12,1042,196,20.8,18.1,23.9,2017,Mistimed,Maryland,Maryland,South,MD
13,1412,231,14.9,12.7,17.4,2017,Mistimed,Massachusetts,Massachusetts,Northeast,MA
14,1862,405,18.9,16.7,21.3,2017,Mistimed,Michigan,Michigan,Midwest,MI
15,1085,214,21.4,18.6,24.4,2017,Mistimed,Missouri,Missouri,Midwest,MO
16,931,155,17.6,15.2,20.3,2017,Mistimed,Montana,Montana,West,MT
17,564,74,14.6,11.2,18.9,2017,Mistimed,New Hampshire,New Hampshire,Northeast,NH
18,1216,211,16.8,14.7,19.1,2017,Mistimed,New Jersey,New Jersey,Northeast,NJ
19,1160,219,19.0,16.8,21.4,2017,Mistimed,New Mexico,New Mexico,West,NM
20,988,213,23.4,20.3,26.7,2017,Mistimed,North Carolina,North Carolina,South,NC
21,581,112,18.2,14.8,22.3,2017,Mistimed,North Dakota,North Dakota,Midwest,ND
22,1615,414,23.3,20.5,26.5,2017,Mistimed,Oklahoma,Oklahoma,South,OK
23,1211,238,21.8,19.1,24.8,2017,Mistimed,Pennsylvania,Pennsylvania,Northeast,PA
24,1087,158,16.5,14.1,19.3,2017,Mistimed,Rhode Island,Rhode Island,Northeast,RI
25,1092,224,18.0,15.6,20.7,2017,Mistimed,South Dakota,South Dakota,Midwest,SD
26,1415,266,17.3,14.9,19.9,2017,Mistimed,Utah,Utah,West,UT
27,831,110,14.8,12.4,17.7,2017,Mistimed,Vermont,Vermont,Northeast,VT
28,1057,172,17.3,13.8,21.5,2017,Mistimed,Virginia,Virginia,South,VA
29,1217,224,17.2,14.7,20.0,2017,Mistimed,Washington,Washington,West,WA
30,685,119,17.0,13.9,20.5,2017,Mistimed,West Virginia,West Virginia,South,WV
31,1327,311,16.6,14.0,19.7,2017,Mistimed,Wisconsin,Wisconsin,Midwest,WI
32,493,90,19.1,15.2,23.6,2017,Mistimed,Wyoming,Wyoming,West,WY
33,873,72,8.6,6.8,10.8,2017,Unwanted pregnancy ,Alabama,Alabama,South,AL
34,1030,56,5.2,3.7,7.2,2017,Unwanted pregnancy ,Alaska,Alaska,West,AK
35,1111,76,6.3,5.0,7.9,2017,Unwanted pregnancy ,Colorado,Colorado,West,CO
36,1442,76,4.2,3.1,5.6,2017,Unwanted pregnancy ,Connecticut,Connecticut,Northeast,CT
37,883,69,7.4,5.8,9.4,2017,Unwanted pregnancy ,Delaware,Delaware,South,DE
38,941,88,8.4,6.2,11.3,2017,Unwanted pregnancy ,Georgia,Georgia,South,GA
39,1216,100,8.4,6.8,10.4,2017,Unwanted pregnancy ,Illinois,Illinois,Midwest,IL
40,1016,53,3.8,2.4,5.8,2017,Unwanted pregnancy ,Iowa,Iowa,Midwest,IA
41,976,53,5.1,3.6,7.1,2017,Unwanted pregnancy ,Kansas,Kansas,Midwest,KS
42,683,65,5.9,4.2,8.4,2017,Unwanted pregnancy ,Kentucky,Kentucky,South,KY
43,887,104,10.3,8.4,12.5,2017,Unwanted pregnancy ,Louisiana,Louisiana,South,LA
44,860,47,5.2,3.7,7.2,2017,Unwanted pregnancy ,Maine,Maine,Northeast,ME
45,1042,61,6.0,4.5,8.0,2017,Unwanted pregnancy ,Maryland,Maryland,South,MD
46,1412,72,4.8,3.5,6.4,2017,Unwanted pregnancy ,Massachusetts,Massachusetts,Northeast,MA
47,1862,127,5.3,4.2,6.7,2017,Unwanted pregnancy ,Michigan,Michigan,Midwest,MI
48,1085,82,6.9,5.3,8.9,2017,Unwanted pregnancy ,Missouri,Missouri,Midwest,MO
49,931,56,5.5,4.2,7.2,2017,Unwanted pregnancy ,Montana,Montana,West,MT
50,564,18,3.6,2.0,6.5,2017,Unwanted pregnancy ,New Hampshire,New Hampshire,Northeast,NH
51,1216,67,4.8,3.7,6.2,2017,Unwanted pregnancy ,New Jersey,New Jersey,Northeast,NJ
52,1160,75,6.6,5.3,8.3,2017,Unwanted pregnancy ,New Mexico,New Mexico,West,NM
53,988,66,7.1,5.3,9.3,2017,Unwanted pregnancy ,North Carolina,North Carolina,South,NC
54,581,46,6.9,4.8,9.8,2017,Unwanted pregnancy ,North Dakota,North Dakota,Midwest,ND
55,1615,136,8.1,6.3,10.4,2017,Unwanted pregnancy ,Oklahoma,Oklahoma,South,OK
56,1211,63,4.6,3.4,6.2,2017,Unwanted pregnancy ,Pennsylvania,Pennsylvania,Northeast,PA
57,1087,59,6.3,4.8,8.3,2017,Unwanted pregnancy ,Rhode Island,Rhode Island,Northeast,RI
58,1092,93,6.8,5.4,8.6,2017,Unwanted pregnancy ,South Dakota,South Dakota,Midwest,SD
59,1415,86,4.9,3.8,6.4,2017,Unwanted pregnancy ,Utah,Utah,West,UT
60,831,35,4.5,3.2,6.2,2017,Unwanted pregnancy ,Vermont,Vermont,Northeast,VT
61,1057,50,5.9,4.0,8.6,2017,Unwanted pregnancy ,Virginia,Virginia,South,VA
62,1217,54,4.2,3.0,5.9,2017,Unwanted pregnancy ,Washington,Washington,West,WA
63,685,65,8.7,6.4,11.6,2017,Unwanted pregnancy ,West Virginia,West Virginia,South,WV
64,1327,115,6.7,5.0,9.0,2017,Unwanted pregnancy ,Wisconsin,Wisconsin,Midwest,WI
65,493,33,7.1,4.9,10.1,2017,Unwanted pregnancy ,Wyoming,Wyoming,West,WY
66,873,163,17.7,15.2,20.6,2017,Unsure whether wanted pregnancy,Alabama,Alabama,South,AL
67,1030,220,19.7,16.9,22.7,2017,Unsure whether wanted pregnancy,Alaska,Alaska,West,AK
68,1111,148,14.5,12.4,17.0,2017,Unsure whether wanted pregnancy,Colorado,Colorado,West,CO
69,1442,222,14.4,12.2,16.8,2017,Unsure whether wanted pregnancy,Connecticut,Connecticut,Northeast,CT
70,883,147,15.8,13.5,18.5,2017,Unsure whether wanted pregnancy,Delaware,Delaware,South,DE
71,941,182,14.7,11.7,18.3,2017,Unsure whether wanted pregnancy,Georgia,Georgia,South,GA
72,1216,187,15.7,13.6,18.2,2017,Unsure whether wanted pregnancy,Illinois,Illinois,Midwest,IL
73,1016,164,13.5,10.6,16.9,2017,Unsure whether wanted pregnancy,Iowa,Iowa,Midwest,IA
74,976,128,13.1,10.5,16.2,2017,Unsure whether wanted pregnancy,Kansas,Kansas,Midwest,KS
75,683,128,17.6,14.1,21.6,2017,Unsure whether wanted pregnancy,Kentucky,Kentucky,South,KY
76,887,172,18.8,16.2,21.7,2017,Unsure whether wanted pregnancy,Louisiana,Louisiana,South,LA
77,860,123,14.4,11.8,17.4,2017,Unsure whether wanted pregnancy,Maine,Maine,Northeast,ME
78,1042,144,14.7,12.4,17.4,2017,Unsure whether wanted pregnancy,Maryland,Maryland,South,MD
79,1412,199,14.2,11.9,16.7,2017,Unsure whether wanted pregnancy,Massachusetts,Massachusetts,Northeast,MA
80,1862,438,19.9,17.7,22.4,2017,Unsure whether wanted pregnancy,Michigan,Michigan,Midwest,MI
81,1085,194,18.2,15.6,21.1,2017,Unsure whether wanted pregnancy,Missouri,Missouri,Midwest,MO
82,931,182,18.5,16.2,21.0,2017,Unsure whether wanted pregnancy,Montana,Montana,West,MT
83,564,55,8.6,6.0,12.0,2017,Unsure whether wanted pregnancy,New Hampshire,New Hampshire,Northeast,NH
84,1216,198,14.7,12.7,16.9,2017,Unsure whether wanted pregnancy,New Jersey,New Jersey,Northeast,NJ
85,1160,222,19.8,17.6,22.3,2017,Unsure whether wanted pregnancy,New Mexico,New Mexico,West,NM
86,988,133,13.4,11.0,16.1,2017,Unsure whether wanted pregnancy,North Carolina,North Carolina,South,NC
87,581,125,18.6,15.1,22.7,2017,Unsure whether wanted pregnancy,North Dakota,North Dakota,Midwest,ND
88,1615,306,19.1,16.4,22.2,2017,Unsure whether wanted pregnancy,Oklahoma,Oklahoma,South,OK
89,1211,209,16.2,13.8,18.9,2017,Unsure whether wanted pregnancy,Pennsylvania,Pennsylvania,Northeast,PA
90,1087,146,13.2,11.0,15.7,2017,Unsure whether wanted pregnancy,Rhode Island,Rhode Island,Northeast,RI
91,1092,229,17.7,15.4,20.4,2017,Unsure whether wanted pregnancy,South Dakota,South Dakota,Midwest,SD
92,1415,204,12.5,10.5,14.8,2017,Unsure whether wanted pregnancy,Utah,Utah,West,UT
93,831,110,14.0,11.7,16.7,2017,Unsure whether wanted pregnancy,Vermont,Vermont,Northeast,VT
94,1057,147,12.7,9.7,16.3,2017,Unsure whether wanted pregnancy,Virginia,Virginia,South,VA
95,1217,188,14.1,11.8,16.8,2017,Unsure whether wanted pregnancy,Washington,Washington,West,WA
96,685,136,19.4,16.2,23.1,2017,Unsure whether wanted pregnancy,West Virginia,West Virginia,South,WV
97,1327,264,14.6,12.0,17.5,2017,Unsure whether wanted pregnancy,Wisconsin,Wisconsin,Midwest,WI
98,493,80,13.8,10.6,17.8,2017,Unsure whether wanted pregnancy,Wyoming,Wyoming,West,WY
99,873,438,49.4,46.0,52.7,2017,Intended pregnancy ,Alabama,Alabama,South,AL
100,1030,584,58.5,54.8,62.2,2017,Intended pregnancy ,Alaska,Alaska,West,AK
101,1111,673,59.8,56.6,62.9,2017,Intended pregnancy ,Colorado,Colorado,West,CO
102,1442,880,65.6,62.4,68.6,2017,Intended pregnancy ,Connecticut,Connecticut,Northeast,CT
103,883,494,57.6,54.2,61.0,2017,Intended pregnancy ,Delaware,Delaware,South,DE
104,941,497,56.7,52.1,61.1,2017,Intended pregnancy ,Georgia,Georgia,South,GA
105,1216,703,57.2,54.1,60.3,2017,Intended pregnancy ,Illinois,Illinois,Midwest,IL
106,1016,594,65.6,61.1,69.8,2017,Intended pregnancy ,Iowa,Iowa,Midwest,IA
107,976,602,60.2,56.1,64.1,2017,Intended pregnancy ,Kansas,Kansas,Midwest,KS
108,683,315,56.3,51.5,60.9,2017,Intended pregnancy ,Kentucky,Kentucky,South,KY
109,887,372,44.9,41.5,48.4,2017,Intended pregnancy ,Louisiana,Louisiana,South,LA
110,860,565,65.2,61.4,68.8,2017,Intended pregnancy ,Maine,Maine,Northeast,ME
111,1042,641,58.4,54.9,61.9,2017,Intended pregnancy ,Maryland,Maryland,South,MD
112,1412,910,66.2,63.0,69.3,2017,Intended pregnancy ,Massachusetts,Massachusetts,Northeast,MA
113,1862,892,55.8,52.9,58.7,2017,Intended pregnancy ,Michigan,Michigan,Midwest,MI
114,1085,595,53.5,50.1,57.0,2017,Intended pregnancy ,Missouri,Missouri,Midwest,MO
115,931,538,58.4,55.3,61.4,2017,Intended pregnancy ,Montana,Montana,West,MT
116,564,417,73.2,68.2,77.7,2017,Intended pregnancy ,New Hampshire,New Hampshire,Northeast,NH
117,1216,740,63.7,60.8,66.4,2017,Intended pregnancy ,New Jersey,New Jersey,Northeast,NJ
118,1160,644,54.5,51.6,57.4,2017,Intended pregnancy ,New Mexico,New Mexico,West,NM
119,988,576,56.2,52.5,59.8,2017,Intended pregnancy ,North Carolina,North Carolina,South,NC
120,581,298,56.3,51.4,61.1,2017,Intended pregnancy ,North Dakota,North Dakota,Midwest,ND
121,1615,759,49.4,45.8,53.0,2017,Intended pregnancy ,Oklahoma,Oklahoma,South,OK
122,1211,701,57.4,54.0,60.7,2017,Intended pregnancy ,Pennsylvania,Pennsylvania,Northeast,PA
123,1087,724,63.9,60.6,67.2,2017,Intended pregnancy ,Rhode Island,Rhode Island,Northeast,RI
124,1092,546,57.4,54.1,60.6,2017,Intended pregnancy ,South Dakota,South Dakota,Midwest,SD
125,1415,859,65.3,62.1,68.3,2017,Intended pregnancy ,Utah,Utah,West,UT
126,831,576,66.7,63.2,70.0,2017,Intended pregnancy ,Vermont,Vermont,Northeast,VT
127,1057,688,64.1,59.3,68.7,2017,Intended pregnancy ,Virginia,Virginia,South,VA
128,1217,751,64.5,61.1,67.8,2017,Intended pregnancy ,Washington,Washington,West,WA
129,685,365,55.0,50.5,59.3,2017,Intended pregnancy ,West Virginia,West Virginia,South,WV
130,1327,637,62.1,58.2,65.9,2017,Intended pregnancy ,Wisconsin,Wisconsin,Midwest,WI
131,493,290,60.1,54.9,65.0,2017,Intended pregnancy ,Wyoming,Wyoming,West,WY
132,801,176,21.7,18.9,24.9,2018,Mistimed,Alabama,Alabama,South,AL
133,989,139,13.9,11.6,16.7,2018,Mistimed,Alaska,Alaska,West,AK
134,892,189,19.6,15.7,24.2,2018,Mistimed,Arkansas,Arkansas,South,AR
135,1116,192,18.2,15.6,21.1,2018,Mistimed,Colorado,Colorado,West,CO
136,1405,253,16.3,13.9,19.1,2018,Mistimed,Connecticut,Connecticut,Northeast,CT
137,842,166,20.1,17.3,23.2,2018,Mistimed,Delaware,Delaware,South,DE
138,754,165,22.6,18.9,26.7,2018,Mistimed,Georgia,Georgia,South,GA
139,1298,227,17.6,15.5,20.1,2018,Mistimed,Illinois,Illinois,Midwest,IL
140,849,229,29.2,25.2,33.6,2018,Mistimed,Indiana,Indiana,Midwest,IN
141,844,175,14.4,11.2,18.3,2018,Mistimed,Iowa,Iowa,Midwest,IA
142,955,168,17.6,14.6,21.2,2018,Mistimed,Kansas,Kansas,Midwest,KS
143,741,175,16.4,13.3,20.0,2018,Mistimed,Kentucky,Kentucky,South,KY
144,851,238,25.5,22.6,28.6,2018,Mistimed,Louisiana,Louisiana,South,LA
145,808,117,15.0,12.3,18.2,2018,Mistimed,Maine,Maine,Northeast,ME
146,1015,180,18.9,16.0,22.2,2018,Mistimed,Maryland,Maryland,South,MD
147,1424,232,14.3,12.2,16.6,2018,Mistimed,Massachusetts,Massachusetts,Northeast,MA
148,1835,403,19.4,17.2,21.8,2018,Mistimed,Michigan,Michigan,Midwest,MI
149,1250,221,17.2,14.9,19.9,2018,Mistimed,Minnesota,Minnesota,Midwest,MN
150,1195,324,26.7,23.7,30.0,2018,Mistimed,Mississippi,Mississippi,South,MS
151,921,211,24.0,20.9,27.3,2018,Mistimed,Missouri,Missouri,Midwest,MO
152,806,136,16.8,14.3,19.5,2018,Mistimed,Montana,Montana,West,MT
153,1325,277,20.5,17.4,23.8,2018,Mistimed,Nebraska,Nebraska,Midwest,NE
154,575,72,14.3,11.2,18.2,2018,Mistimed,New Hampshire,New Hampshire,Northeast,NH
155,1173,212,16.9,14.8,19.3,2018,Mistimed,New Jersey,New Jersey,Northeast,NJ
156,1192,218,18.5,16.4,20.9,2018,Mistimed,New Mexico,New Mexico,West,NM
157,910,168,20.2,17.2,23.6,2018,Mistimed,North Carolina,North Carolina,South,NC
158,869,162,19.5,16.5,22.9,2018,Mistimed,North Dakota,North Dakota,Midwest,ND
159,1373,312,20.8,17.9,23.9,2018,Mistimed,Oklahoma,Oklahoma,South,OK
160,1574,280,14.6,12.1,17.5,2018,Mistimed,Oregon,Oregon,West,OR
161,950,169,19.2,16.4,22.3,2018,Mistimed,Pennsylvania,Pennsylvania,Northeast,PA
162,1088,162,16.1,13.7,18.9,2018,Mistimed,Rhode Island,Rhode Island,Northeast,RI
163,988,184,18.0,15.3,21.0,2018,Mistimed,South Dakota,South Dakota,Midwest,SD
164,1221,223,17.3,14.8,20.0,2018,Mistimed,Utah,Utah,West,UT
165,849,116,15.6,13.1,18.4,2018,Mistimed,Vermont,Vermont,Northeast,VT
166,1127,204,18.4,14.8,22.6,2018,Mistimed,Virginia,Virginia,South,VA
167,1124,195,17.4,14.8,20.2,2018,Mistimed,Washington,Washington,West,WA
168,684,111,17.6,14.4,21.3,2018,Mistimed,West Virginia,West Virginia,South,WV
169,1042,227,18.4,15.3,21.9,2018,Mistimed,Wisconsin,Wisconsin,Midwest,WI
170,536,109,22.3,18.3,26.8,2018,Mistimed,Wyoming,Wyoming,West,WY
171,801,64,7.3,5.7,9.4,2018,Unwanted pregnancy ,Alabama,Alabama,South,AL
172,989,66,6.1,4.6,8.1,2018,Unwanted pregnancy ,Alaska,Alaska,West,AK
173,892,94,8.8,6.4,12.1,2018,Unwanted pregnancy ,Arkansas,Arkansas,South,AR
174,1116,53,6.1,4.5,8.3,2018,Unwanted pregnancy ,Colorado,Colorado,West,CO
175,1405,81,4.3,3.3,5.6,2018,Unwanted pregnancy ,Connecticut,Connecticut,Northeast,CT
176,842,62,6.9,5.3,8.9,2018,Unwanted pregnancy ,Delaware,Delaware,South,DE
177,754,68,9.6,7.1,12.7,2018,Unwanted pregnancy ,Georgia,Georgia,South,GA
178,1298,106,8.1,6.6,9.9,2018,Unwanted pregnancy ,Illinois,Illinois,Midwest,IL
179,849,76,7.2,5.3,9.7,2018,Unwanted pregnancy ,Indiana,Indiana,Midwest,IN
180,844,64,6.2,4.0,9.4,2018,Unwanted pregnancy ,Iowa,Iowa,Midwest,IA
181,955,58,5.5,3.9,7.8,2018,Unwanted pregnancy ,Kansas,Kansas,Midwest,KS
182,741,82,9.3,6.8,12.5,2018,Unwanted pregnancy ,Kentucky,Kentucky,South,KY
183,851,88,9.6,7.7,11.9,2018,Unwanted pregnancy ,Louisiana,Louisiana,South,LA
184,808,41,4.4,3.0,6.4,2018,Unwanted pregnancy ,Maine,Maine,Northeast,ME
185,1015,72,7.6,5.8,10.0,2018,Unwanted pregnancy ,Maryland,Maryland,South,MD
186,1424,79,4.6,3.5,6.2,2018,Unwanted pregnancy ,Massachusetts,Massachusetts,Northeast,MA
187,1835,146,6.3,5.0,7.8,2018,Unwanted pregnancy ,Michigan,Michigan,Midwest,MI
188,1250,64,5.0,3.7,6.7,2018,Unwanted pregnancy ,Minnesota,Minnesota,Midwest,MN
189,1195,125,9.7,7.8,12.0,2018,Unwanted pregnancy ,Mississippi,Mississippi,South,MS
190,921,83,9.9,7.8,12.3,2018,Unwanted pregnancy ,Missouri,Missouri,Midwest,MO
191,806,49,6.0,4.6,8.0,2018,Unwanted pregnancy ,Montana,Montana,West,MT
192,1325,103,5.3,4.0,7.0,2018,Unwanted pregnancy ,Nebraska,Nebraska,Midwest,NE
193,575,16,3.1,1.7,5.4,2018,Unwanted pregnancy ,New Hampshire,New Hampshire,Northeast,NH
194,1173,70,5.2,4.0,6.6,2018,Unwanted pregnancy ,New Jersey,New Jersey,Northeast,NJ
195,1192,79,6.6,5.3,8.2,2018,Unwanted pregnancy ,New Mexico,New Mexico,West,NM
196,910,51,6.4,4.6,8.9,2018,Unwanted pregnancy ,North Carolina,North Carolina,South,NC
197,869,49,4.5,3.1,6.5,2018,Unwanted pregnancy ,North Dakota,North Dakota,Midwest,ND
198,1373,111,7.3,5.6,9.5,2018,Unwanted pregnancy ,Oklahoma,Oklahoma,South,OK
199,1574,74,4.4,3.0,6.5,2018,Unwanted pregnancy ,Oregon,Oregon,West,OR
200,950,58,6.4,4.7,8.6,2018,Unwanted pregnancy ,Pennsylvania,Pennsylvania,Northeast,PA
201,1088,71,5.6,4.3,7.4,2018,Unwanted pregnancy ,Rhode Island,Rhode Island,Northeast,RI
202,988,59,5.3,3.9,7.1,2018,Unwanted pregnancy ,South Dakota,South Dakota,Midwest,SD
203,1221,65,3.9,2.9,5.3,2018,Unwanted pregnancy ,Utah,Utah,West,UT
204,849,43,5.5,4.1,7.4,2018,Unwanted pregnancy ,Vermont,Vermont,Northeast,VT
205,1127,55,6.9,4.8,10.0,2018,Unwanted pregnancy ,Virginia,Virginia,South,VA
206,1124,62,4.9,3.6,6.7,2018,Unwanted pregnancy ,Washington,Washington,West,WA
207,684,40,5.2,3.6,7.5,2018,Unwanted pregnancy ,West Virginia,West Virginia,South,WV
208,1042,87,6.1,4.4,8.4,2018,Unwanted pregnancy ,Wisconsin,Wisconsin,Midwest,WI
209,536,29,3.9,2.5,6.0,2018,Unwanted pregnancy ,Wyoming,Wyoming,West,WY
210,801,133,17.3,14.7,20.2,2018,Unsure whether wanted pregnancy,Alabama,Alabama,South,AL
211,989,238,21.3,18.5,24.3,2018,Unsure whether wanted pregnancy,Alaska,Alaska,West,AK
212,892,200,19.2,15.4,23.6,2018,Unsure whether wanted pregnancy,Arkansas,Arkansas,South,AR
213,1116,151,13.5,11.3,16.1,2018,Unsure whether wanted pregnancy,Colorado,Colorado,West,CO
214,1405,250,15.6,13.2,18.3,2018,Unsure whether wanted pregnancy,Connecticut,Connecticut,Northeast,CT
215,842,151,17.7,15.1,20.6,2018,Unsure whether wanted pregnancy,Delaware,Delaware,South,DE
216,754,136,16.6,13.5,20.3,2018,Unsure whether wanted pregnancy,Georgia,Georgia,South,GA
217,1298,211,16.3,14.2,18.7,2018,Unsure whether wanted pregnancy,Illinois,Illinois,Midwest,IL
218,849,132,15.9,12.9,19.5,2018,Unsure whether wanted pregnancy,Indiana,Indiana,Midwest,IN
219,844,140,16.0,12.4,20.4,2018,Unsure whether wanted pregnancy,Iowa,Iowa,Midwest,IA
220,955,139,16.6,13.5,20.1,2018,Unsure whether wanted pregnancy,Kansas,Kansas,Midwest,KS
221,741,140,17.0,13.8,20.9,2018,Unsure whether wanted pregnancy,Kentucky,Kentucky,South,KY
222,851,141,15.2,12.8,17.9,2018,Unsure whether wanted pregnancy,Louisiana,Louisiana,South,LA
223,808,104,13.2,10.5,16.3,2018,Unsure whether wanted pregnancy,Maine,Maine,Northeast,ME
224,1015,129,12.8,10.4,15.7,2018,Unsure whether wanted pregnancy,Maryland,Maryland,South,MD
225,1424,191,12.8,10.7,15.3,2018,Unsure whether wanted pregnancy,Massachusetts,Massachusetts,Northeast,MA
226,1835,377,17.1,15.0,19.4,2018,Unsure whether wanted pregnancy,Michigan,Michigan,Midwest,MI
227,1250,177,13.0,10.9,15.4,2018,Unsure whether wanted pregnancy,Minnesota,Minnesota,Midwest,MN
228,1195,227,18.3,15.8,21.2,2018,Unsure whether wanted pregnancy,Mississippi,Mississippi,South,MS
229,921,155,17.0,14.4,20.0,2018,Unsure whether wanted pregnancy,Missouri,Missouri,Midwest,MO
230,806,139,17.2,14.8,19.9,2018,Unsure whether wanted pregnancy,Montana,Montana,West,MT
231,1325,236,17.7,14.8,20.9,2018,Unsure whether wanted pregnancy,Nebraska,Nebraska,Midwest,NE
232,575,65,11.9,9.1,15.5,2018,Unsure whether wanted pregnancy,New Hampshire,New Hampshire,Northeast,NH
233,1173,170,12.9,11.1,15.1,2018,Unsure whether wanted pregnancy,New Jersey,New Jersey,Northeast,NJ
234,1192,218,19.0,16.9,21.4,2018,Unsure whether wanted pregnancy,New Mexico,New Mexico,West,NM
235,910,130,14.6,12.0,17.6,2018,Unsure whether wanted pregnancy,North Carolina,North Carolina,South,NC
236,869,172,17.8,14.8,21.2,2018,Unsure whether wanted pregnancy,North Dakota,North Dakota,Midwest,ND
237,1373,250,16.6,14.0,19.6,2018,Unsure whether wanted pregnancy,Oklahoma,Oklahoma,South,OK
238,1574,281,15.7,13.0,18.9,2018,Unsure whether wanted pregnancy,Oregon,Oregon,West,OR
239,950,149,16.2,13.6,19.2,2018,Unsure whether wanted pregnancy,Pennsylvania,Pennsylvania,Northeast,PA
240,1088,140,14.2,11.9,16.8,2018,Unsure whether wanted pregnancy,Rhode Island,Rhode Island,Northeast,RI
241,988,169,15.8,13.4,18.5,2018,Unsure whether wanted pregnancy,South Dakota,South Dakota,Midwest,SD
242,1221,179,13.5,11.4,16.0,2018,Unsure whether wanted pregnancy,Utah,Utah,West,UT
243,849,108,13.0,10.8,15.6,2018,Unsure whether wanted pregnancy,Vermont,Vermont,Northeast,VT
244,1127,179,15.4,12.1,19.3,2018,Unsure whether wanted pregnancy,Virginia,Virginia,South,VA
245,1124,202,15.9,13.5,18.7,2018,Unsure whether wanted pregnancy,Washington,Washington,West,WA
246,684,148,21.0,17.6,24.8,2018,Unsure whether wanted pregnancy,West Virginia,West Virginia,South,WV
247,1042,215,14.5,11.8,17.6,2018,Unsure whether wanted pregnancy,Wisconsin,Wisconsin,Midwest,WI
248,536,99,16.7,13.2,20.9,2018,Unsure whether wanted pregnancy,Wyoming,Wyoming,West,WY
249,801,428,53.6,50.1,57.1,2018,Intended pregnancy ,Alabama,Alabama,South,AL
250,989,546,58.7,55.1,62.2,2018,Intended pregnancy ,Alaska,Alaska,West,AK
251,892,409,52.5,47.2,57.7,2018,Intended pregnancy ,Arkansas,Arkansas,South,AR
252,1116,720,62.1,58.6,65.5,2018,Intended pregnancy ,Colorado,Colorado,West,CO
253,1405,821,63.8,60.4,67.0,2018,Intended pregnancy ,Connecticut,Connecticut,Northeast,CT
254,842,463,55.3,51.7,58.8,2018,Intended pregnancy ,Delaware,Delaware,South,DE
255,754,385,51.3,46.7,55.9,2018,Intended pregnancy ,Georgia,Georgia,South,GA
256,1298,754,57.9,54.9,60.8,2018,Intended pregnancy ,Illinois,Illinois,Midwest,IL
257,849,412,47.7,43.3,52.1,2018,Intended pregnancy ,Indiana,Indiana,Midwest,IN
258,844,465,63.5,58.2,68.4,2018,Intended pregnancy ,Iowa,Iowa,Midwest,IA
259,955,590,60.3,56.0,64.4,2018,Intended pregnancy ,Kansas,Kansas,Midwest,KS
260,741,344,57.4,52.6,61.9,2018,Intended pregnancy ,Kentucky,Kentucky,South,KY
261,851,384,49.7,46.2,53.3,2018,Intended pregnancy ,Louisiana,Louisiana,South,LA
262,808,546,67.5,63.5,71.2,2018,Intended pregnancy ,Maine,Maine,Northeast,ME
263,1015,634,60.7,56.8,64.4,2018,Intended pregnancy ,Maryland,Maryland,South,MD
264,1424,922,68.3,65.1,71.2,2018,Intended pregnancy ,Massachusetts,Massachusetts,Northeast,MA
265,1835,909,57.2,54.4,60.1,2018,Intended pregnancy ,Michigan,Michigan,Midwest,MI
266,1250,788,64.8,61.6,67.8,2018,Intended pregnancy ,Minnesota,Minnesota,Midwest,MN
267,1195,519,45.2,41.8,48.7,2018,Intended pregnancy ,Mississippi,Mississippi,South,MS
268,921,472,49.2,45.5,52.8,2018,Intended pregnancy ,Missouri,Missouri,Midwest,MO
269,806,482,60.0,56.7,63.3,2018,Intended pregnancy ,Montana,Montana,West,MT
270,1325,709,56.5,52.6,60.3,2018,Intended pregnancy ,Nebraska,Nebraska,Midwest,NE
271,575,422,70.7,66.1,75.0,2018,Intended pregnancy ,New Hampshire,New Hampshire,Northeast,NH
272,1173,721,65.0,62.1,67.7,2018,Intended pregnancy ,New Jersey,New Jersey,Northeast,NJ
273,1192,677,55.8,52.9,58.6,2018,Intended pregnancy ,New Mexico,New Mexico,West,NM
274,910,561,58.8,54.9,62.6,2018,Intended pregnancy ,North Carolina,North Carolina,South,NC
275,869,486,58.2,54.2,62.1,2018,Intended pregnancy ,North Dakota,North Dakota,Midwest,ND
276,1373,700,55.4,51.6,59.1,2018,Intended pregnancy ,Oklahoma,Oklahoma,South,OK
277,1574,939,65.2,61.4,68.9,2018,Intended pregnancy ,Oregon,Oregon,West,OR
